Entry	Gene ontology IDs
EDO45660	GO:0008171,  GO:0008757,  GO:0019438,  GO:0032259
EDO43892	GO:0001164,  GO:0001650
EDO44998	GO:0003824,  GO:0050662
EDO39855	
EDO44486	GO:0000287,  GO:0005975,  GO:0016868
EDO33058	GO:0003723,  GO:0005634,  GO:0006396,  GO:1990904
EDO37068	GO:0004497,  GO:0004499,  GO:0050660,  GO:0050661
EDO35939	GO:0004305,  GO:0005524,  GO:0005737,  GO:0006646
EDO34651	GO:0004843,  GO:0005737,  GO:0006511,  GO:0016579
EDO33395	GO:0005741,  GO:0016021,  GO:0090149
EDO43106	GO:0005484,  GO:0006890,  GO:0016021
EDO37906	GO:0015293,  GO:0016021
EDO49564	
EDO47687	GO:0008253,  GO:0046872
EDO42803	GO:0005506,  GO:0005739,  GO:0016226,  GO:0051539,  GO:0097428
EDO48326	GO:0005886,  GO:0016021,  GO:0022857,  GO:0071705
EDO49428	GO:0004729,  GO:0005739,  GO:0006783,  GO:0016021,  GO:0016491,  GO:0031304
EDO44880	GO:0005829,  GO:0009691,  GO:0016799
EDO36191	GO:0005272,  GO:0016021
EDO37667	GO:0005272,  GO:0016021
EDO46455	
EDO47171	
EDO35087	GO:0005851,  GO:0006413,  GO:0006446
EDO30391	GO:0003677,  GO:0006310,  GO:0015074
EDO43083	
EDO45507	GO:0005737,  GO:0016021
EDO29578	GO:0016021
EDO46387	GO:0005524,  GO:0005737,  GO:0005739,  GO:0019136
EDO40057	GO:0005737,  GO:0031463,  GO:0043161,  GO:0051260,  GO:0097602
EDO49685	GO:0005509
EDO39799	
EDO48757	GO:0016888
EDO33928	GO:0005802,  GO:0043001
EDO35600	
EDO30619	
EDO44810	GO:0004601,  GO:0006979,  GO:0020037
EDO39969	GO:0004550,  GO:0004798,  GO:0005524,  GO:0005634,  GO:0005737,  GO:0005739,  GO:0005829,  GO:0006227,  GO:0006233,  GO:0006235,  GO:0009041
EDO48501	
EDO49806	GO:0000045,  GO:0000407,  GO:0000422,  GO:0005737,  GO:0006501,  GO:0006995,  GO:0015031,  GO:0019778,  GO:0019779,  GO:0032446,  GO:0034727,  GO:0044805
EDO40792	GO:0004672,  GO:0005096,  GO:0005524,  GO:0006886,  GO:0017137,  GO:0090630
EDO43489	
EDO34671	GO:0008237
EDO42717	GO:0005739,  GO:0006415,  GO:0016149,  GO:0043022,  GO:0070126
EDO35285	GO:0000045,  GO:0002218,  GO:0005776,  GO:0005789,  GO:0016021,  GO:0016239,  GO:0032481,  GO:0035438,  GO:0045087,  GO:0061507,  GO:0061709
EDO50064	
EDO48952	GO:0005829,  GO:0022008
EDO48161	GO:0004022,  GO:0005739,  GO:0046872
EDO44603	GO:0005245,  GO:0005891
EDO45924	GO:0007098,  GO:0051011,  GO:0051225,  GO:0070652
EDO48558	GO:0004842
EDO34538	
EDO39099	GO:0003677,  GO:0006310,  GO:0015074
EDO47179	
EDO35661	GO:0001518,  GO:0005244,  GO:0005248,  GO:0005261,  GO:0005509,  GO:0005886,  GO:0019228,  GO:0034765,  GO:0035725,  GO:0086010
EDO36712	GO:0003834,  GO:0004744,  GO:0010436,  GO:0016121,  GO:0046872
EDO48740	GO:0016829
EDO42855	GO:0004930,  GO:0005887,  GO:0007216,  GO:0008066,  GO:0051966
EDO33636	
EDO37538	
EDO41170	
EDO37168	GO:0046872,  GO:0070006,  GO:0070084
EDO40347	GO:0016021
EDO47776	GO:0000381,  GO:0003723,  GO:0003729,  GO:0005634,  GO:0016607,  GO:0045292
EDO49691	GO:0005887,  GO:0008271,  GO:0015106,  GO:0015108,  GO:0015116,  GO:0015301,  GO:0019531
KII71290	GO:0008271,  GO:0016021
EDO38725	
EDO39186	GO:0016021
EDO48567	GO:0000334,  GO:0005737,  GO:0006569,  GO:0008198,  GO:0019805,  GO:0034354,  GO:0043420,  GO:0046874
EDO39093	GO:0016021
KII64361	GO:0016021
EDO31903	GO:0005829,  GO:0051082,  GO:0051085,  GO:0051087
EDO31714	GO:0005886,  GO:0006811,  GO:0016021,  GO:0055085
EDO28980	GO:0004714,  GO:0005524,  GO:0005887,  GO:0007169,  GO:0007275,  GO:0033674,  GO:0043235
EDO40994	GO:0004714,  GO:0005524,  GO:0005887,  GO:0007169,  GO:0007275,  GO:0033674,  GO:0043235
EDO45822	GO:0016021
EDO36889	GO:0016021,  GO:0051184
EDO46513	GO:0005509
EDO38062	GO:0000187,  GO:0004674,  GO:0004708,  GO:0005524,  GO:0005737,  GO:0007346,  GO:0023014,  GO:0031098,  GO:0032147
EDO32324	GO:0004096,  GO:0005262,  GO:0005509,  GO:0016020,  GO:0016021,  GO:0020037,  GO:0050982
EDO49200	GO:0005262,  GO:0005509,  GO:0016020,  GO:0016021,  GO:0050982
EDO44253	
EDO34863	
EDO39289	GO:0005216,  GO:0016021
EDO44488	GO:0004674,  GO:0005524
EDO44490	GO:0005815,  GO:0005874,  GO:0035556
EDO26355	
EDO38706	GO:0003785,  GO:0005623,  GO:0005938,  GO:0042989
EDO39600	GO:0061630
EDO37107	GO:0003824,  GO:0032504
EDO33439	GO:0005794,  GO:0006486,  GO:0016021,  GO:0016757
EDO41005	GO:0005509,  GO:0005886,  GO:0007156,  GO:0016021,  GO:0098609
EDO45958	GO:0000175,  GO:0005634,  GO:0034477
EDO39613	GO:0002098,  GO:0006357,  GO:0033588
EDO32635	
EDO46086	
EDO43284	GO:0000124,  GO:0003713,  GO:0006357,  GO:0043966
EDO32198	
EDO32603	GO:0000027,  GO:0003723,  GO:0003735,  GO:0006412,  GO:0022625
EDO33962	GO:0003676,  GO:0005737,  GO:0008408
EDO32035	
EDO36350	GO:0005783,  GO:0005794,  GO:0006888,  GO:0030008
EDO32043	GO:0005509,  GO:0005544
EDO37516	GO:0004364,  GO:0004602,  GO:0005739,  GO:0005777,  GO:0006749,  GO:0015035
EDO36560	GO:0016491
EDO48182	GO:0000784,  GO:0003684,  GO:0006303,  GO:0031848,  GO:0035312,  GO:0036297
EDO36623	GO:0003677,  GO:0005634,  GO:0006355,  GO:0007275
EDO37618	GO:0005524,  GO:0005739,  GO:0009396,  GO:0030272,  GO:0035999,  GO:0046872
EDO30758	GO:0005737,  GO:0005739,  GO:0006264,  GO:0006281
EDO35472	GO:0005432,  GO:0007154,  GO:0016021
EDO31952	GO:0000778,  GO:0031511,  GO:0034508
EDO45578	GO:0003723,  GO:0005634,  GO:0006396,  GO:1990904
KII68474	
EDO39120	
EDO38536	GO:0003924,  GO:0005525,  GO:0005737,  GO:0005856,  GO:0005886,  GO:0005938,  GO:0007015,  GO:0007163,  GO:0007266,  GO:0008360,  GO:0019901,  GO:0030036,  GO:0030865,  GO:0031410,  GO:0032956,  GO:0042995,  GO:0043231,  GO:0043652
EDO40329	GO:0005576,  GO:0030414
EDO41175	GO:0004930,  GO:0007166,  GO:0016021,  GO:0030552
EDO48725	GO:0003871,  GO:0008270,  GO:0009086
EDO34356	
EDO31004	
EDO34727	GO:0003341,  GO:0005524,  GO:0005858,  GO:0007018,  GO:0008569,  GO:0030286,  GO:0036156,  GO:0045505,  GO:0051959
EDO44199	GO:0004867
EDO37326	GO:0003755,  GO:0005634,  GO:0005829
EDO42191	GO:0003777,  GO:0007018
EDO42708	GO:0016021,  GO:0055085
EDO33201	GO:0016021
EDO35462	GO:0046872
EDO36854	GO:0000247,  GO:0004769,  GO:0005783,  GO:0006695,  GO:0016021,  GO:0016126,  GO:0047750
EDO48180	GO:0005119,  GO:0005886,  GO:0007224,  GO:0008158,  GO:0016021,  GO:0097108
EDO30211	
EDO35402	GO:0004693,  GO:0005524,  GO:0005634,  GO:0006468
EDO26161	
EDO33480	
EDO38227	
EDO49941	
EDO39966	GO:0005044,  GO:0009897
EDO33108	
EDO31931	GO:0003735,  GO:0005762,  GO:0006412
EDO28354	
EDO39996	GO:0004896,  GO:0009897,  GO:0016021,  GO:0019955,  GO:0043235
EDO40839	GO:0016021
EDO44515	
EDO41505	GO:0002184,  GO:0005829,  GO:0016149,  GO:0018444,  GO:1990825
EDO30137	
EDO37770	GO:0004222,  GO:0008270
EDO47079	
EDO44093	GO:0000398,  GO:0017070,  GO:0030621,  GO:0046540
EDO34741	
EDO33285	GO:0005634,  GO:0006355,  GO:0006805,  GO:0046983
EDO49580	GO:0003924
EDO28057	GO:0000786,  GO:0003677,  GO:0005634,  GO:0046982
EDO36045	GO:0005739,  GO:0032981
EDO42094	GO:0005887,  GO:0008643,  GO:0015293,  GO:0071702
EDO44180	
EDO31203	
EDO45190	GO:0004502,  GO:0005739,  GO:0005741,  GO:0006569,  GO:0016174,  GO:0019674,  GO:0019805,  GO:0050660,  GO:0070189,  GO:0071949
EDO43460	GO:0000340,  GO:0003743,  GO:0016281
EDO32540	GO:0001664,  GO:0003924,  GO:0005525,  GO:0005834,  GO:0007188,  GO:0031683,  GO:0046872
EDO39884	GO:0000123,  GO:0000790,  GO:0004402,  GO:0005634,  GO:0042393,  GO:0045892,  GO:0045944,  GO:0046972,  GO:0072487
EDO35680	GO:0003824,  GO:0016021,  GO:0030151,  GO:0030170
EDO39642	GO:0003676,  GO:0005623,  GO:0045454
EDO33238	GO:0008270
EDO26092	
EDO38873	GO:0004842,  GO:0005164,  GO:0008270,  GO:0009898,  GO:0031625,  GO:0033209,  GO:0042981,  GO:0043122,  GO:0046330,  GO:0070534
EDO39268	
EDO38558	GO:0005680,  GO:0007049,  GO:0031145,  GO:0051301,  GO:0070979
KII70693	GO:0016021
EDO35353	GO:0016021,  GO:0019887,  GO:0030165
EDO46334	
EDO34452	GO:0016491,  GO:0046592
EDO35582	GO:0016491,  GO:0046592
EDO41896	GO:0000132,  GO:0000776,  GO:0005623,  GO:0005635,  GO:0005815,  GO:0005875,  GO:0005881,  GO:0007097,  GO:0031023,  GO:0047496,  GO:0051010,  GO:0051012,  GO:0051301,  GO:0070840,  GO:2000574
EDO39649	
EDO30936	
EDO46082	GO:0005634,  GO:0006364,  GO:0030687,  GO:0030688
EDO37253	GO:0005509,  GO:0016706
EDO48735	GO:0004674,  GO:0005524,  GO:0018105,  GO:0035556
EDO41373	GO:0000027,  GO:0002181,  GO:0003723,  GO:0003735,  GO:0022625
EDO33662	GO:0005035,  GO:0005886,  GO:0007266,  GO:0009986,  GO:0015026,  GO:0048406
EDO47722	GO:0005911,  GO:0007269,  GO:0016323,  GO:0045199,  GO:0045202,  GO:0098793,  GO:1903361
EDO33897	GO:0005623,  GO:0005765,  GO:0005769,  GO:0007034,  GO:0007035,  GO:0008553,  GO:0016471,  GO:0033179,  GO:0033181,  GO:0046961
EDO47820	
EDO48794	GO:0005085,  GO:0007264
EDO41369	GO:0016021
EDO39721	GO:0001934,  GO:0005080,  GO:0005634,  GO:0005829,  GO:0019899,  GO:0022627,  GO:0043022,  GO:0072344
EDO44060	GO:0005730,  GO:0051015,  GO:0055120,  GO:0071013
EDO43060	GO:0005737,  GO:0008237,  GO:0008239,  GO:0046872
EDO44477	GO:0004197,  GO:0004843,  GO:0006511,  GO:0016579
EDO46317	GO:0003676,  GO:0008270
EDO38718	GO:0006479,  GO:0008168
EDO27353	
EDO40524	GO:0000993,  GO:0016591,  GO:0031124
EDO49737	GO:0005524,  GO:0016021,  GO:0016887,  GO:0042626,  GO:0055085
EDO39781	
EDO45659	
EDO31635	GO:0005886,  GO:0015026,  GO:0030509
EDO36115	GO:0004496,  GO:0005524,  GO:0005829,  GO:0006695,  GO:0019287
EDO40845	GO:0003924,  GO:0005525,  GO:0005768,  GO:0005886,  GO:0006886,  GO:0006904,  GO:0008021,  GO:0009306,  GO:0012505,  GO:0017157,  GO:0032482,  GO:0072659
EDO31082	GO:0005634,  GO:0005829,  GO:0008540,  GO:0031593,  GO:0043161,  GO:0043248
EDO47000	GO:0000049,  GO:0004828,  GO:0005524,  GO:0005829,  GO:0006434
EDO47048	
EDO35407	
EDO43495	GO:0004362,  GO:0005623,  GO:0005739,  GO:0005829,  GO:0006749,  GO:0009055,  GO:0034599,  GO:0045454,  GO:0050660,  GO:0050661
KII64819	
EDO34833	GO:0016021
EDO42464	GO:0016021
EDO39948	GO:0004322,  GO:0005506,  GO:0005623,  GO:0005737,  GO:0006826,  GO:0006880,  GO:0008198,  GO:0008199
EDO33855	GO:0005739,  GO:0008270,  GO:0016491
EDO41734	GO:0000340,  GO:0000902,  GO:0006417,  GO:0031209
EDO37435	GO:0004707,  GO:0005524,  GO:0005634,  GO:0005737,  GO:0007166,  GO:0010468,  GO:0035556,  GO:0071310
EDO47787	GO:0016020
EDO48451	GO:0003746,  GO:0003924,  GO:0005525,  GO:0006414
EDO35706	
EDO34937	GO:0016021
EDO43391	GO:0005509,  GO:0042995,  GO:0051015,  GO:0051017,  GO:0097178
EDO47951	GO:0003994,  GO:0005739,  GO:0005829,  GO:0006099,  GO:0051539
EDO36555	GO:0000045,  GO:0000423,  GO:0005776,  GO:0009267,  GO:0034045,  GO:0035032,  GO:0043552,  GO:0044233,  GO:0097629,  GO:0097632
EDO41614	GO:0004177,  GO:0005737,  GO:0008235,  GO:0030145
EDO29153	
EDO29742	GO:0006508,  GO:0008236,  GO:0008239
EDO48107	GO:0006508,  GO:0008236,  GO:0008239
EDO33802	
EDO37734	
EDO33008	
EDO47956	GO:0005739
EDO44070	GO:0000278,  GO:0000940,  GO:0005876,  GO:0007059
EDO37111	GO:0016021,  GO:0016746
EDO48391	GO:0045048,  GO:0071818
EDO41203	GO:0005506,  GO:0016705,  GO:0031418
EDO33953	GO:0016021
EDO41965	GO:0003676,  GO:0016021
EDO34474	GO:0003341,  GO:0005858,  GO:0007018,  GO:0045503,  GO:0045504
EDO36198	GO:0003341,  GO:0007018,  GO:0036157,  GO:0036158,  GO:0045503,  GO:0045504
EDO44613	GO:0005516,  GO:0005524,  GO:0005634,  GO:0005737,  GO:0009931,  GO:0018105,  GO:0035556,  GO:0046777
EDO35699	GO:0004672,  GO:0005524
EDO39457	GO:0015293,  GO:0016021
EDO41535	GO:0016787
EDO30074	
EDO36968	
EDO33434	
EDO32886	GO:0005794,  GO:0015014,  GO:0015016,  GO:0019213,  GO:0042328
EDO45781	
EDO44862	
EDO28856	GO:0047429
EDO33325	GO:0047429
EDO37140	
EDO47416	GO:0010506,  GO:0035658
EDO41788	GO:0016021
EDO43993	GO:0004714,  GO:0005524,  GO:0005887,  GO:0007169,  GO:0007275,  GO:0007399,  GO:0010976,  GO:0014068,  GO:0017147,  GO:0033674,  GO:0043235,  GO:0043408,  GO:0043410,  GO:0048856
EDO34009	GO:0006511,  GO:0016567,  GO:0019005,  GO:0031146
EDO41932	
EDO42590	GO:0004364,  GO:0006749
EDO45916	GO:0003723,  GO:0003729,  GO:0005634,  GO:0006397,  GO:0051252,  GO:1990904
EDO36292	GO:0016021
EDO35959	GO:0000226,  GO:0000278,  GO:0003924,  GO:0005200,  GO:0005525,  GO:0005737,  GO:0005874,  GO:0007017
EDO48340	
EDO36344	GO:0005634,  GO:0010793,  GO:0050684,  GO:2001253
EDO39119	GO:0003729,  GO:0005634,  GO:0006397,  GO:0006417,  GO:0043484
EDO40431	
EDO49895	GO:0007155,  GO:0031012
EDO37440	GO:0004557,  GO:0005737,  GO:0009311,  GO:0016139,  GO:0046477
EDO44772	GO:0000122,  GO:0004861,  GO:0005634,  GO:0005654,  GO:0005737,  GO:0045736,  GO:0097322
EDO30901	GO:0004930,  GO:0007186,  GO:0016021
EDO46060	
EDO46518	GO:0000226,  GO:0005509,  GO:0019722,  GO:0030234
EDO49031	GO:0005516,  GO:0060271
EDO39058	GO:0005789,  GO:0006506,  GO:0016021,  GO:0032216,  GO:0072659
EDO30015	GO:0004842
EDO48275	GO:0005887,  GO:0008271,  GO:0015116,  GO:0015301
EDO48808	GO:0016021,  GO:0047408,  GO:0047409
EDO36499	GO:0016021
EDO46534	GO:0005634,  GO:0008380
EDO28775	GO:0003677,  GO:0006310,  GO:0015074
EDO31726	
EDO31722	GO:0004185,  GO:0051603
EDO46304	GO:0005794,  GO:0016021,  GO:0016409,  GO:0018345,  GO:0019706
EDO47036	GO:0005789,  GO:0006487
EDO33160	GO:0001401,  GO:0016021
EDO29146	GO:0004462,  GO:0046872
EDO37651	GO:0005634,  GO:0005737,  GO:0008017,  GO:0045944
EDO40800	
EDO28235	
EDO45218	GO:0005794,  GO:0006892,  GO:0016021
EDO42294	GO:0016702,  GO:0046872
EDO39155	
EDO33536	
EDO46938	GO:0005868,  GO:0005930,  GO:0035721,  GO:0035735,  GO:0036064,  GO:0045504
EDO36934	GO:0003723,  GO:0003735,  GO:0005829,  GO:0006412,  GO:0015935
EDO35398	
EDO28570	
KII70798	
EDO34367	GO:0005634,  GO:0005813,  GO:0005819,  GO:0051225,  GO:0051298
EDO37369	GO:0003723
EDO42423	GO:0019185,  GO:0042795,  GO:0042796,  GO:0043565
EDO43587	GO:0000293,  GO:0016021,  GO:0016491,  GO:0022900
EDO46256	GO:0005737,  GO:0005930,  GO:0030175,  GO:0045504
EDO42928	
EDO38258	GO:0046872
EDO46559	GO:0003735,  GO:0005739,  GO:0005840,  GO:0006412
EDO31652	GO:0016021,  GO:0035869,  GO:1905515
EDO39904	GO:0015175,  GO:0015179,  GO:0015804,  GO:0016021
EDO42875	GO:0016021,  GO:0022857
EDO47563	GO:0000027,  GO:0003735,  GO:0006412,  GO:0022625
EDO48268	GO:0004311,  GO:0005739,  GO:0006783,  GO:0008495,  GO:0016021,  GO:0031966,  GO:0045333,  GO:0048034
EDO31835	GO:0005741,  GO:0008308
EDO44404	GO:0006915,  GO:0046328,  GO:0046872
EDO47488	GO:0044212,  GO:0045944
EDO46468	GO:0016226,  GO:0097361,  GO:0106035
EDO37373	GO:0016021
EDO44295	GO:0016226,  GO:0097361
EDO33482	GO:0005747,  GO:0016021,  GO:0032981
EDO43098	GO:0005509,  GO:0005793
EDO47575	GO:0006839,  GO:0016020,  GO:0016021,  GO:0031966
EDO40416	
EDO28221	
EDO37712	GO:0004222,  GO:0005615,  GO:0008270,  GO:0030198,  GO:0030574,  GO:0031012
EDO39756	GO:0005524,  GO:0005832,  GO:0006457,  GO:0051082
EDO37002	GO:0003684,  GO:0005634,  GO:0006285,  GO:0006289,  GO:0034039
EDO31720	
EDO37901	GO:0005109,  GO:0005615,  GO:0016055,  GO:0030182,  GO:0045165
EDO41710	GO:0005109,  GO:0005615,  GO:0016055,  GO:0030182,  GO:0045165
EDO38630	GO:0005109,  GO:0005615,  GO:0016055,  GO:0030182,  GO:0045165
KII73216	GO:0005315,  GO:0006817,  GO:0016021
EDO34470	GO:0005315,  GO:0005887,  GO:0015319,  GO:0035435
EDO40974	GO:0004620,  GO:0005737,  GO:0046872
EDO37681	GO:0000977,  GO:0000981,  GO:0005634,  GO:0006366,  GO:0006990,  GO:0030176,  GO:1900103
EDO46805	GO:0003723,  GO:0005730
EDO33792	GO:0000055,  GO:0005634,  GO:0005737,  GO:0043023
EDO29472	GO:0000055,  GO:0005634,  GO:0005737,  GO:0043023
EDO44213	GO:0030130
EDO32956	GO:0004866,  GO:0005615
EDO47480	GO:0030544,  GO:0051087
EDO40548	GO:0005634,  GO:0005758,  GO:0042531,  GO:0051457
EDO42338	
EDO42781	GO:0003712,  GO:0003723,  GO:0008134
EDO38509	GO:0005783,  GO:0006890,  GO:0060628,  GO:0070939,  GO:1902504
EDO43957	GO:0000978,  GO:0005654
KII64908	GO:0004402,  GO:0005634,  GO:0006355,  GO:0046872
EDO41353	GO:0005789,  GO:0008654,  GO:0016020,  GO:0016021
EDO37589	GO:0042800,  GO:0044666,  GO:0046872
EDO34745	GO:0004197,  GO:0004843,  GO:0005634,  GO:0005829,  GO:0006511,  GO:0008134,  GO:0016579,  GO:0031647,  GO:0051090
EDO48474	GO:0003677,  GO:0005524,  GO:0006281,  GO:0006338,  GO:0006351,  GO:0016887,  GO:0031011,  GO:0032508,  GO:0042393,  GO:0042766,  GO:0043044,  GO:0043618
EDO31298	GO:0004713,  GO:0005524
EDO34933	GO:0000398,  GO:0003723,  GO:0003729,  GO:0005634,  GO:0005681,  GO:0071013
EDO39456	GO:0000139,  GO:0005198,  GO:0005829,  GO:0015031,  GO:0030127,  GO:0031080,  GO:0090114,  GO:1904263
EDO43417	GO:0005385,  GO:0005524,  GO:0015086,  GO:0016021,  GO:0019829,  GO:0046872
EDO46949	GO:0006936
EDO49520	
EDO34079	
EDO45100	GO:0016021
EDO32299	
EDO34055	
EDO34850	GO:0016021
EDO34849	GO:0016021
EDO33740	GO:0003777,  GO:0005524,  GO:0005871,  GO:0005874,  GO:0007018,  GO:0008017,  GO:0008574,  GO:0016887
EDO32926	GO:0000915,  GO:0003777,  GO:0005524,  GO:0005623,  GO:0005871,  GO:0005874,  GO:0007018,  GO:0008017,  GO:0016887,  GO:0051256,  GO:0072383
EDO41270	GO:0000972,  GO:0006355,  GO:0006405,  GO:0006606,  GO:0016020,  GO:0017056,  GO:0031080,  GO:0031081
EDO39426	
EDO48699	
EDO32097	GO:0006886,  GO:0016192,  GO:0030117
EDO40046	GO:0000055,  GO:0000447,  GO:0005730,  GO:0030687,  GO:0042273
KII67125	GO:0003676,  GO:0008270,  GO:0015074
KII61636	
KII70823	
KII65851	GO:0003676,  GO:0004190,  GO:0008270,  GO:0015074
KII67988	GO:0003676,  GO:0005524,  GO:0015074
EDO39879	GO:0003723,  GO:0005634,  GO:0005737,  GO:0005844,  GO:0051252,  GO:1990904
EDO43531	GO:0005524,  GO:0005778,  GO:0005829,  GO:0007031,  GO:0016558,  GO:0016887,  GO:0042623
KII68109	GO:0003676
EDO44738	GO:0003677,  GO:0005634
EDO31093	
EDO35852	GO:0005524,  GO:0005930,  GO:0007018,  GO:0008569,  GO:0030286,  GO:0045505,  GO:0051959
EDO41262	GO:0001764,  GO:0005813,  GO:0005814,  GO:0007098,  GO:0030010,  GO:0031023,  GO:0035148
EDO31184	GO:0016021
EDO36657	
EDO43900	GO:0005509
EDO45831	GO:0005178,  GO:0005925,  GO:0007160,  GO:0007229,  GO:0016021,  GO:0016477,  GO:0033627
EDO38389	GO:0003876,  GO:0005829,  GO:0006188,  GO:0032264,  GO:0046033
EDO45058	
EDO37645	GO:0000977,  GO:0003700,  GO:0003707,  GO:0005634,  GO:0006357,  GO:0008270,  GO:0030154,  GO:0048856
KII69471	
EDO41576	
EDO42356	
KII72274	GO:0003964
EDO38264	
EDO43144	
EDO41442	GO:0016491
EDO41444	GO:0016021,  GO:0016491
EDO37087	
EDO38515	GO:0005623,  GO:0016021,  GO:0045454
EDO40272	
EDO28473	GO:0005524
EDO31359	
EDO48873	
EDO49401	GO:0005201
EDO47966	GO:0005509
EDO49368	GO:0005201,  GO:0005615,  GO:0030198,  GO:0031012
EDO45926	GO:0005524,  GO:0005765,  GO:0015440,  GO:0016021,  GO:0016887,  GO:0042626,  GO:0055085
EDO38308	GO:0016620
EDO33519	GO:0007264,  GO:0016020,  GO:0030676,  GO:0045202,  GO:0050772,  GO:0090630
EDO39979	
EDO38845	GO:0016567,  GO:0016579
EDO41873	GO:0008643,  GO:0016021,  GO:0051119
EDO49507	
EDO39920	GO:0004725
EDO49515	GO:0003774,  GO:0003779,  GO:0005524,  GO:0016459
KII60293	GO:0002161,  GO:0004832,  GO:0005524,  GO:0006438
KII64447	GO:0003723,  GO:0004527,  GO:0004540
EDO45137	GO:0003723,  GO:0004540,  GO:0005829,  GO:0035194,  GO:0043186
EDO40307	GO:0000175,  GO:0000177,  GO:0000178,  GO:0003723,  GO:0016075
EDO31025	
EDO45461	GO:0003824
EDO48222	GO:0003723,  GO:0005623,  GO:0006396,  GO:0006874,  GO:0048471
EDO43159	GO:0046983
EDO46005	GO:0000281,  GO:0000915,  GO:0005826,  GO:0017049,  GO:0030865,  GO:0031106,  GO:1904498
EDO36108	
EDO31461	GO:0004360,  GO:0006002,  GO:0006047,  GO:0006487,  GO:0097367
EDO34592	GO:0004842
EDO42135	
EDO40029	GO:0005829,  GO:0008360,  GO:0016477,  GO:0017048,  GO:0030866,  GO:0051015
KII68033	GO:0005524,  GO:0006298,  GO:0030983
EDO34028	GO:0008521,  GO:0015295,  GO:0016021
EDO49001	GO:0016021,  GO:0046873
KII69346	
EDO43376	GO:0008104
EDO45998	
EDO33082	GO:0005886,  GO:0031532
EDO34976	GO:0050577,  GO:0050662
EDO46087	GO:0016021,  GO:0022857
EDO48510	
EDO30538	GO:0004144,  GO:0005886,  GO:0016021,  GO:0019432,  GO:0047196
EDO45000	GO:0003924,  GO:0005525,  GO:0005768,  GO:0005769,  GO:0006886,  GO:0012505,  GO:0030100,  GO:0030139,  GO:0032482
EDO41066	GO:0004559,  GO:0005794
EDO46062	GO:0002181,  GO:0003735,  GO:0022625,  GO:0042273
EDO40895	GO:0000470,  GO:0001510,  GO:0003723,  GO:0005730,  GO:0009383,  GO:0070475
EDO45439	GO:0001558,  GO:0004674,  GO:0005524,  GO:0005634,  GO:0005737,  GO:0007052,  GO:0030010,  GO:0030295,  GO:0035556,  GO:0042593
KII66551	GO:0003677
EDO29225	GO:0016021,  GO:0022857
KII70612	
EDO49756	GO:0005794,  GO:0007015,  GO:0051015
EDO38926	GO:0000977,  GO:0000981,  GO:0005634,  GO:0007275
EDO40993	GO:0004714,  GO:0005887,  GO:0007169,  GO:0007275,  GO:0033674,  GO:0043235
EDO32015	GO:0000398,  GO:0003729,  GO:0005829,  GO:0006376
EDO29720	GO:0005509
EDO34581	
EDO46919	GO:0015276,  GO:0016021
EDO49523	GO:0046872,  GO:0061630
EDO35210	GO:0071568,  GO:1990592
EDO31608	GO:0003779,  GO:0005856
EDO46784	GO:0016021
EDO45956	GO:0000226,  GO:0003777,  GO:0005524,  GO:0005737,  GO:0005868,  GO:0005874,  GO:0007018,  GO:0045504
EDO38750	
EDO46786	GO:0003774,  GO:0005737,  GO:0036158,  GO:0043014,  GO:0045504
EDO44341	
EDO33664	GO:0000159,  GO:0005737,  GO:0006470,  GO:0008287,  GO:0019888
EDO32671	GO:0016021
EDO45409	
EDO43837	GO:0005623,  GO:0016021,  GO:0045454
EDO32744	GO:0005509
EDO40679	GO:0004565,  GO:0005773,  GO:0005975
EDO48159	GO:0016021
EDO36659	GO:0003677,  GO:0003700,  GO:0005634,  GO:0005667
EDO39194	GO:0005634,  GO:0006307,  GO:0035552,  GO:0051213
EDO37051	GO:0035556
EDO30747	GO:0016021
EDO39944	GO:0000973,  GO:0003690,  GO:0003723,  GO:0006368,  GO:0016973,  GO:0070390,  GO:0071033
EDO41784	GO:0003735,  GO:0005829,  GO:0006412,  GO:0022627
EDO43582	GO:0005412,  GO:0005886,  GO:0015798,  GO:0016021
EDO35311	GO:0003676
EDO43791	GO:0000112,  GO:0003677,  GO:0003678,  GO:0005524,  GO:0005675,  GO:0006366,  GO:0006367,  GO:0006468,  GO:0008134,  GO:0009411,  GO:0033683,  GO:0043138,  GO:0097550
EDO34133	GO:0005737,  GO:0046872,  GO:0070006
EDO35272	GO:0016021,  GO:0016192,  GO:0043621,  GO:0046872,  GO:0071782,  GO:0071787,  GO:0072659
EDO43858	GO:0001881,  GO:0005769,  GO:0005802,  GO:0005829,  GO:0007032,  GO:0042147,  GO:0055037
KII64391	
EDO46523	GO:0004674,  GO:0005524,  GO:0005634,  GO:0005737,  GO:0018105,  GO:0090090
EDO48179	GO:0016021
EDO32853	GO:0004930,  GO:0005887,  GO:0007166,  GO:0007189
EDO33172	GO:0003729,  GO:0003743,  GO:0016281
EDO45169	GO:0005634,  GO:0016567,  GO:0080008
EDO49861	GO:0005509,  GO:0016012,  GO:0016021
